,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
71190,161,Parque Novo Mundo,-23.512665369646758,-46.57193255647022,-23.51651085885191,-46.56221457303699,17/04/2018,1,17:00:00,161,Parque Novo Mundo,-23.51651085885191,-46.56221457303699,17:05:00,300,39,1,4,15,15,0,0,0,391.789641,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.512665369646758,-46.57193255647022,0.0,0.0,1,1,3,1,0,0,5,3200.0
71203,161,Parque Novo Mundo,-23.51889884622436,-46.571693192528556,-23.51889884622436,-46.571693192528556,21/10/2017,5,13:00:00,162,Vila Maria,-23.509879764314583,-46.59454949184735,13:20:00,1200,15,1,4,15,15,0,0,0,266.568826,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.509879764314583,-46.59454949184735,0.0,0.0,1,2,3,1,0,0,6,900.0
71216,161,Parque Novo Mundo,-23.52569957300767,-46.58674847058519,-23.52569957300767,-46.58674847058519,22/04/2018,6,05:45:00,164,Vila Guilherme,-23.513008244467358,-46.602959891346046,06:00:00,900,48,1,4,15,15,0,0,0,856.4413460000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.513008244467358,-46.602959891346046,0.0,0.0,1,2,3,1,1,0,4,5190.0
71229,161,Parque Novo Mundo,-23.521535915334987,-46.57970610084297,-23.521535915334987,-46.57970610084297,20/04/2018,4,10:00:00,162,Vila Maria,-23.522619149512785,-46.593038071474496,10:10:00,600,17,1,4,15,15,0,0,0,582.7121,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.522619149512785,-46.593038071474496,0.0,0.0,1,1,3,1,1,0,5,1450.0
71230,161,Parque Novo Mundo,-23.521535915334987,-46.57970610084297,-23.521535915334987,-46.57970610084297,20/04/2018,4,19:25:00,161,Parque Novo Mundo,-23.521321625460775,-46.56785358143145,19:35:00,600,17,1,4,15,15,0,0,0,582.7121,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.522619149512785,-46.593038071474496,0.0,0.0,1,2,3,1,1,0,5,1450.0
71231,161,Parque Novo Mundo,-23.521321625460775,-46.56785358143145,-23.521535915334987,-46.57970610084297,20/04/2018,4,22:50:00,161,Parque Novo Mundo,-23.521535915334987,-46.57970610084297,23:00:00,600,17,1,4,15,15,0,0,0,582.7121,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.522619149512785,-46.593038071474496,0.0,0.0,1,2,3,1,1,0,5,1450.0
71521,405,Estudantes,-23.507581386134227,-46.215725013910856,-23.507581386134227,-46.215725013910856,18/04/2018,2,13:30:00,407,Brás Cubas,-23.53062090544281,-46.22030521789209,13:55:00,1500,26,1,4,15,15,0,0,0,205.118631,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.53062090544281,-46.22030521789209,0.0,0.0,1,2,3,1,1,1,3,3391.41
71538,405,Estudantes,-23.519998705399594,-46.19602515972759,-23.519998705399594,-46.19602515972759,10/05/2018,3,11:00:00,405,Estudantes,-23.520687533901448,-46.196883494188086,11:05:00,300,45,1,4,15,15,0,0,0,266.395421,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.520687533901448,-46.196883494188086,0.0,0.0,1,2,3,3,0,0,5,800.0
71539,405,Estudantes,-23.520687533901448,-46.196883494188086,-23.519998705399594,-46.19602515972759,10/05/2018,3,16:00:00,405,Estudantes,-23.519998705399594,-46.19602515972759,16:05:00,300,45,1,4,15,15,0,0,0,266.395421,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.520687533901448,-46.196883494188086,0.0,0.0,1,2,3,3,0,0,5,800.0
71592,405,Estudantes,-23.517284462686064,-46.19429645967732,-23.517284462686064,-46.19429645967732,12/06/2018,1,13:45:00,405,Estudantes,-23.52689721017467,-46.21488374584661,14:25:00,2400,24,1,4,15,15,0,0,0,352.181808,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.52689721017467,-46.21488374584661,0.0,0.0,8,2,3,2,3,0,1,15382.72
71593,405,Estudantes,-23.52689721017467,-46.21488374584661,-23.517284462686064,-46.19429645967732,12/06/2018,1,00:00:00,405,Estudantes,-23.517284462686064,-46.19429645967732,00:20:00,1200,24,1,4,15,15,0,0,0,352.181808,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52689721017467,-46.21488374584661,0.0,0.0,8,2,3,2,3,0,1,15382.72
71643,405,Estudantes,-23.500961452272605,-46.185237707631074,-23.562830339694745,-46.22217015580429,4/04/2018,2,17:00:00,407,Brás Cubas,-23.562830339694745,-46.22217015580429,17:45:00,2700,37,1,4,15,15,0,0,0,706.49769,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.500961452272605,-46.185237707631074,0.0,0.0,7,1,3,1,1,0,4,5100.0
71896,347,Cajamar,-23.335948813374916,-46.83244733438584,-23.335948813374916,-46.83244733438584,10/06/2018,6,11:45:00,347,Cajamar,-23.348538701252593,-46.84608681783965,11:55:00,600,52,1,4,15,15,0,0,0,529.686614,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.348538701252593,-46.84608681783965,0.0,0.0,1,2,3,4,1,0,3,5223.9
71897,347,Cajamar,-23.348538701252593,-46.84608681783965,-23.335948813374916,-46.83244733438584,10/06/2018,6,22:00:00,347,Cajamar,-23.335948813374916,-46.83244733438584,22:10:00,600,52,1,4,15,15,0,0,0,529.686614,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.348538701252593,-46.84608681783965,0.0,0.0,1,2,3,4,1,0,3,5223.9
71958,347,Cajamar,-23.338186216444775,-46.825662100398816,-23.338186216444775,-46.825662100398816,10/06/2018,6,12:00:00,347,Cajamar,-23.333440849771314,-46.83687195922095,12:05:00,300,59,1,4,15,15,0,0,0,852.1539130000001,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.333440849771314,-46.83687195922095,0.0,0.0,1,2,3,1,1,0,3,4689.12
71959,347,Cajamar,-23.333440849771314,-46.83687195922095,-23.338186216444775,-46.825662100398816,10/06/2018,6,22:00:00,347,Cajamar,-23.338186216444775,-46.825662100398816,22:05:00,300,59,1,4,15,15,0,0,0,852.1539130000001,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.333440849771314,-46.83687195922095,0.0,0.0,1,2,3,1,1,0,3,4689.12
72011,347,Cajamar,-23.409402526801987,-46.83124626654023,-23.292014824027863,-46.8717389331637,1/07/2018,6,18:00:00,348,Jordanésia,-23.292014824027863,-46.8717389331637,19:30:00,5400,53,1,4,15,15,0,0,0,47.543795,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-22.903634328717775,-47.0565955707722,0.0,0.0,2,2,3,2,0,0,3,4500.0
72231,151,Jardim Guapira,-23.45160342198773,-46.59126481802037,-23.45160342198773,-46.59126481802037,6/09/2018,3,07:15:00,7,Luz,-23.527488552577807,-46.64150681536476,08:00:00,2700,26,1,4,15,15,0,0,0,1132.703695,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.527488552577807,-46.64150681536476,0.0,0.0,2,1,3,1,0,0,4,1239.0
72271,151,Jardim Guapira,-23.444545945371786,-46.58994702203533,-23.456445090650725,-46.57958640656074,14/10/2017,5,18:10:00,155,Cohab Jova Rural,-23.456445090650725,-46.57958640656074,18:25:00,900,19,1,4,15,15,0,0,0,423.042671,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.444545945371786,-46.58994702203533,0.0,0.0,1,2,3,2,0,0,4,2588.93
72372,221,Parque Savoy,-23.566744748048325,-46.49267241040856,-23.566744748048325,-46.49267241040856,13/04/2018,4,07:00:00,182,Ponte Rasa,-23.515685143674762,-46.50485663222967,07:35:00,2100,47,1,4,15,15,0,0,0,527.489716,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.566744748048325,-46.49267241040856,0.0,0.0,6,2,3,0,0,0,5,800.0
72575,47,Vila Bertioga,-23.563997940267885,-46.58318186221937,-23.555415728665935,-46.58439165962305,16/06/2018,5,17:30:00,43,Mooca,-23.555415728665935,-46.58439165962305,17:40:00,600,36,1,4,15,15,0,0,0,141.440507,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.563997940267885,-46.58318186221937,0.0,0.0,1,2,3,1,0,0,3,3391.41
72605,47,Vila Bertioga,-23.564719716289815,-46.58058463192731,-23.564719716289815,-46.58058463192731,22/08/2017,1,07:30:00,45,Parque da Mooca,-23.5660958038841,-46.59966533233603,08:15:00,2700,58,1,4,15,15,0,0,0,155.37403700000002,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.5660958038841,-46.59966533233603,0.0,0.0,8,1,3,0,0,0,5,2085.99
72683,47,Vila Bertioga,-23.566522297249836,-46.58092949569524,-23.566522297249836,-46.58092949569524,10/06/2018,6,07:00:00,45,Parque da Mooca,-23.559722756968583,-46.59943141355333,07:15:00,900,38,2,4,15,15,0,0,0,155.37403700000002,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.559722756968583,-46.59943141355333,0.0,0.0,1,1,3,2,1,0,3,4689.12
72883,11,Bom Jardim,-23.52644582607698,-46.60643288792117,-23.52644582607698,-46.60643288792117,14/10/2017,5,07:30:00,17,Gasômetro,-23.54406659194876,-46.62185842156964,07:45:00,900,38,1,4,15,15,0,0,0,27.524389000000003,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.54406659194876,-46.62185842156964,0.0,0.0,1,1,3,2,0,0,5,3000.0
72884,11,Bom Jardim,-23.528336135855607,-46.6078955231406,-23.52644582607698,-46.60643288792117,14/10/2017,5,13:05:00,17,Gasômetro,-23.54406659194876,-46.62185842156964,13:20:00,900,38,1,4,15,15,0,0,0,27.524389000000003,4,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.54406659194876,-46.62185842156964,0.0,0.0,7,1,3,2,0,0,5,3000.0
72885,11,Bom Jardim,-23.52644582607698,-46.60643288792117,-23.52644582607698,-46.60643288792117,14/10/2017,5,07:30:00,17,Gasômetro,-23.54406659194876,-46.62185842156964,07:45:00,900,34,2,4,15,15,0,0,0,27.524389000000003,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.52644582607698,-46.60643288792117,0.0,0.0,7,1,3,2,0,0,5,3000.0
73275,253,Tamanduateí,-23.5858283934932,-46.58987124730113,-23.5858283934932,-46.58987124730113,7/04/2018,5,05:30:00,255,Vila Zelina,-23.591648502781606,-46.58589459642601,05:42:00,720,36,1,4,15,15,0,0,0,34.457347999999996,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.591648502781606,-46.58589459642601,0.0,0.0,1,2,3,1,1,0,4,1400.0
73310,253,Tamanduateí,-23.58596925156789,-46.59022567627362,-23.58596925156789,-46.59022567627362,7/04/2018,5,05:40:00,254,Orfanato,-23.58950847131975,-46.57611946652134,06:00:00,1200,42,1,4,15,15,0,0,0,34.457347999999996,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.58950847131975,-46.57611946652134,0.0,0.0,1,2,3,1,0,0,5,1200.0
73324,253,Tamanduateí,-23.58486396511608,-46.58969306011633,-23.58486396511608,-46.58969306011633,4/03/2018,6,07:00:00,45,Parque da Mooca,-23.57560995634538,-46.59036538404576,07:20:00,1200,41,1,4,15,15,0,0,0,34.457347999999996,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.57560995634538,-46.59036538404576,0.0,0.0,1,2,3,1,0,0,5,1200.0
73412,253,Tamanduateí,-23.585554902201643,-46.58924087518368,-23.585554902201643,-46.58924087518368,15/05/2018,1,06:30:00,18,Independência,-23.5651731765652,-46.60594351987661,07:00:00,1800,48,1,4,15,15,0,0,0,34.457347999999996,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.585554902201643,-46.58924087518368,0.0,0.0,1,2,3,0,0,0,4,2732.58
73455,253,Tamanduateí,-23.588605687491278,-46.5885035587039,-23.588605687491278,-46.5885035587039,28/06/2018,3,07:00:00,258,Parque São Lucas,-23.597584548475133,-46.540743358130925,07:20:00,1200,38,2,4,15,15,0,0,0,31.621063,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.597584548475133,-46.540743358130925,0.0,0.0,1,1,3,1,1,0,4,3044.22
73499,39,Belém,-23.528186581956167,-46.60138085154815,-23.521478594829404,-46.616077697221904,12/08/2018,6,12:00:00,10,Canindé,-23.521478594829404,-46.616077697221904,12:20:00,1200,9,1,4,15,15,0,0,0,7.434710000000001,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,8,1,0,0,5,1976.34
73927,395,Poá,-23.522039827047994,-46.343290937572824,-23.51236848570706,-46.36909619983315,20/04/2018,4,17:50:00,393,Santos Dumont,-23.51236848570706,-46.36909619983315,18:05:00,900,50,1,4,15,15,0,0,0,381.891416,6,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.527627343798866,-46.32570770270425,0.0,0.0,7,1,3,1,0,0,3,3391.41
73965,395,Poá,-23.524401822188693,-46.36247245100256,-23.54739530624877,-46.355195849233844,20/02/2018,1,18:00:00,394,Jardim São José,-23.54739530624877,-46.355195849233844,18:25:00,1500,17,1,4,15,15,0,0,0,443.47961,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.524401822188693,-46.36247245100256,0.0,0.0,2,1,3,0,0,0,4,2452.84
74089,395,Poá,-23.510091649419813,-46.34119148392888,-23.510091649419813,-46.34119148392888,20/05/2018,6,08:30:00,395,Poá,-23.529327001863415,-46.33605810715772,09:00:00,1800,18,1,4,15,15,0,0,0,663.7794,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.529327001863415,-46.33605810715772,0.0,0.0,7,2,3,2,0,0,5,2750.0
74090,395,Poá,-23.529327001863415,-46.33605810715772,-23.510091649419813,-46.34119148392888,20/05/2018,6,17:00:00,395,Poá,-23.510091649419813,-46.34119148392888,17:30:00,1800,18,1,4,15,15,0,0,0,663.7794,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.529327001863415,-46.33605810715772,0.0,0.0,7,2,3,2,0,0,5,2750.0
74115,395,Poá,-23.542490015095517,-46.34286189385517,-23.542490015095517,-46.34286189385517,20/08/2018,0,04:30:00,395,Poá,-23.510592747660578,-46.34591690365705,05:00:00,1800,37,1,4,15,15,0,0,0,889.1135320000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.510592747660578,-46.34591690365705,0.0,0.0,7,2,3,1,0,0,4,3044.22
74116,395,Poá,-23.510592747660578,-46.34591690365705,-23.542490015095517,-46.34286189385517,20/08/2018,0,17:00:00,395,Poá,-23.542490015095517,-46.34286189385517,17:30:00,1800,37,1,4,15,15,0,0,0,889.1135320000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.510592747660578,-46.34591690365705,0.0,0.0,7,2,3,1,0,0,4,3044.22
74136,395,Poá,-23.52165098983522,-46.33810592669216,-23.52165098983522,-46.33810592669216,12/05/2018,5,07:00:00,395,Poá,-23.52459025794992,-46.335520566265934,07:07:00,420,32,1,4,15,15,0,0,0,566.850792,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.52459025794992,-46.335520566265934,0.0,0.0,3,2,3,1,0,0,3,2000.0
74137,395,Poá,-23.52459025794992,-46.335520566265934,-23.52165098983522,-46.33810592669216,12/05/2018,5,16:30:00,395,Poá,-23.52165098983522,-46.33810592669216,16:37:00,420,32,1,4,15,15,0,0,0,566.850792,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52459025794992,-46.335520566265934,0.0,0.0,3,2,3,1,0,0,3,2000.0
74146,395,Poá,-23.521120470546716,-46.33783612419737,-23.498842234569267,-46.35644180731646,9/05/2018,2,17:00:00,396,Itaquaquecetuba,-23.498842234569267,-46.35644180731646,17:30:00,1800,40,1,4,15,15,0,0,0,420.736641,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.498842234569267,-46.35644180731646,0.0,0.0,4,2,3,1,0,0,5,2085.99
74155,395,Poá,-23.51373652731565,-46.33952433453272,-23.50559135757362,-46.3341537874094,16/06/2018,5,22:00:00,396,Itaquaquecetuba,-23.50559135757362,-46.3341537874094,22:10:00,600,18,1,4,15,15,0,0,0,481.14336399999996,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51373652731565,-46.33952433453272,0.0,0.0,7,2,3,0,1,1,4,3044.22
74480,45,Parque da Mooca,-23.5660958038841,-46.59966533233603,-23.564719716289815,-46.58058463192731,22/08/2017,1,18:00:00,48,Regente Feijó,-23.557743283351623,-46.57751336657273,19:00:00,3600,58,1,4,15,15,0,0,0,155.37403700000002,3,7,0.0,0.0,0.0,0.0,0.0,0.0,-23.5660958038841,-46.59966533233603,0.0,0.0,1,1,3,0,0,0,5,2085.99
74481,45,Parque da Mooca,-23.559722756968583,-46.59943141355333,-23.566522297249836,-46.58092949569524,10/06/2018,6,21:00:00,47,Vila Bertioga,-23.566522297249836,-46.58092949569524,21:15:00,900,38,2,4,15,15,0,0,0,155.37403700000002,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.559722756968583,-46.59943141355333,0.0,0.0,1,1,3,2,1,0,3,4689.12
74567,45,Parque da Mooca,-23.556605239789107,-46.60576099430197,-23.572300190826862,-46.606618021079704,15/05/2018,1,16:45:00,241,Vila Independência,-23.572300190826862,-46.606618021079704,17:00:00,900,47,1,4,15,15,0,0,0,77.090777,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.556605239789107,-46.60576099430197,0.0,0.0,1,2,3,1,2,0,3,4209.08
74571,45,Parque da Mooca,-23.567538064079564,-46.60167153223947,-23.59582338700853,-46.591794703050894,27/08/2017,6,16:00:00,242,Vila Carioca,-23.59582338700853,-46.591794703050894,16:30:00,1800,30,1,4,15,15,0,0,0,257.770412,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.567538064079564,-46.60167153223947,0.0,0.0,1,2,3,1,1,0,3,4000.0
74587,45,Parque da Mooca,-23.57560995634538,-46.59036538404576,-23.58486396511608,-46.58969306011633,4/03/2018,6,17:00:00,253,Tamanduateí,-23.58486396511608,-46.58969306011633,17:15:00,900,41,1,4,15,15,0,0,0,34.457347999999996,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57560995634538,-46.59036538404576,0.0,0.0,1,2,3,1,0,0,5,1200.0
74604,45,Parque da Mooca,-23.567786400018857,-46.59684476093752,-23.592840683413186,-46.58145055240791,24/04/2018,1,18:00:00,255,Vila Zelina,-23.592840683413186,-46.58145055240791,18:30:00,1800,52,1,4,15,15,0,0,0,1100.141624,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.567786400018857,-46.59684476093752,0.0,0.0,5,2,3,1,1,0,4,6500.0
74703,48,Regente Feijó,-23.557743283351623,-46.57751336657273,-23.564719716289815,-46.58058463192731,22/08/2017,1,22:00:00,47,Vila Bertioga,-23.564719716289815,-46.58058463192731,22:05:00,300,58,1,4,15,15,0,0,0,155.37403700000002,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.5660958038841,-46.59966533233603,0.0,0.0,1,1,3,0,0,0,5,2085.99
74794,48,Regente Feijó,-23.555885603485585,-46.578147512631844,-23.555885603485585,-46.578147512631844,18/08/2018,5,06:00:00,56,Rodrigues Alves,-23.578465708699525,-46.64138577093836,06:30:00,1800,49,1,4,15,15,0,0,0,358.72778999999997,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.578465708699525,-46.64138577093836,0.0,0.0,5,2,3,1,0,0,5,2085.99
74938,108,Emissário,-23.525025474194138,-46.74504948898982,-23.525025474194138,-46.74504948898982,7/04/2018,5,07:00:00,108,Emissário,-23.523532767413048,-46.73722481784025,07:10:00,600,38,1,4,15,15,0,0,0,35.281087,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.523532767413048,-46.73722481784025,0.0,0.0,1,2,1,1,0,0,5,2201.73
74939,108,Emissário,-23.523532767413048,-46.73722481784025,-23.525025474194138,-46.74504948898982,7/04/2018,5,17:00:00,108,Emissário,-23.525025474194138,-46.74504948898982,17:15:00,900,38,1,4,15,15,0,0,0,35.281087,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.523532767413048,-46.73722481784025,0.0,0.0,1,2,1,1,0,0,5,2201.73
75370,237,Sacomã,-23.60109932976904,-46.600364105405504,-23.575652848932595,-46.60551254099481,26/05/2018,5,10:00:00,241,Vila Independência,-23.575652848932595,-46.60551254099481,10:15:00,900,50,1,4,15,15,0,0,0,77.090777,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,3579.58
75492,163,Vila Isolina Mazzei,-23.503754321923726,-46.6044929331609,-23.48776042238364,-46.60721693256566,2/09/2018,6,22:30:00,152,Parada Inglesa,-23.48776042238364,-46.60721693256566,22:50:00,1200,34,1,4,15,15,0,0,0,271.691487,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.503754321923726,-46.6044929331609,0.0,0.0,1,2,3,1,0,0,4,2900.0
75556,163,Vila Isolina Mazzei,-23.507288043153366,-46.59631026718694,-23.507288043153366,-46.59631026718694,8/08/2018,2,06:15:00,135,Jardim São Paulo,-23.487839942014862,-46.60913688711421,06:30:00,900,23,1,4,15,15,0,0,0,1270.9385029999999,8,7,0.0,0.0,0.0,0.0,0.0,0.0,-23.51285327582124,-46.602223567436255,0.0,0.0,7,1,4,4,2,0,1,8964.25
75557,163,Vila Isolina Mazzei,-23.51285327582124,-46.602223567436255,-23.507288043153366,-46.59631026718694,8/08/2018,2,12:00:00,163,Vila Isolina Mazzei,-23.507288043153366,-46.59631026718694,12:07:00,420,23,1,4,15,15,0,0,0,1270.9385029999999,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51285327582124,-46.602223567436255,0.0,0.0,1,1,3,4,2,0,1,8964.25
75558,163,Vila Isolina Mazzei,-23.507288043153366,-46.59631026718694,-23.507288043153366,-46.59631026718694,8/08/2018,2,13:00:00,163,Vila Isolina Mazzei,-23.51285327582124,-46.602223567436255,13:07:00,420,23,1,4,15,15,0,0,0,1270.9385029999999,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.51285327582124,-46.602223567436255,0.0,0.0,1,1,3,4,2,0,1,8964.25
75559,163,Vila Isolina Mazzei,-23.51285327582124,-46.602223567436255,-23.507288043153366,-46.59631026718694,8/08/2018,2,17:30:00,163,Vila Isolina Mazzei,-23.507288043153366,-46.59631026718694,17:37:00,420,23,1,4,15,15,0,0,0,1270.9385029999999,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51285327582124,-46.602223567436255,0.0,0.0,1,1,3,4,2,0,1,8964.25
75684,163,Vila Isolina Mazzei,-23.50899086232073,-46.605476853279384,-23.517776725627357,-46.6046726468336,8/05/2018,1,13:00:00,164,Vila Guilherme,-23.5176607578525,-46.604534139207885,13:10:00,600,17,1,4,15,15,0,0,0,85.873029,2,11,0.0,0.0,0.0,0.0,0.0,0.0,-23.50899086232073,-46.605476853279384,0.0,0.0,1,1,3,1,1,1,4,3213.13
75685,163,Vila Isolina Mazzei,-23.50899086232073,-46.605476853279384,-23.517776725627357,-46.6046726468336,8/05/2018,1,18:00:00,164,Vila Guilherme,-23.517776725627357,-46.6046726468336,18:10:00,600,17,1,4,15,15,0,0,0,85.873029,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.50899086232073,-46.605476853279384,0.0,0.0,1,1,3,1,1,1,4,3213.13
75689,163,Vila Isolina Mazzei,-23.503059604360093,-46.60705978813213,-23.518754768304305,-46.59826024497815,24/05/2018,3,21:00:00,164,Vila Guilherme,-23.518754768304305,-46.59826024497815,21:30:00,1800,62,1,4,15,15,0,0,0,79.292268,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.503059604360093,-46.60705978813213,0.0,0.0,7,1,3,1,1,0,4,1900.0
75742,70,Hélio Pelegrino,-23.602773444261043,-46.67451534116627,-23.552802204115686,-46.65581878588142,23/09/2018,6,18:00:00,32,Consolação,-23.552802204115686,-46.65581878588142,18:45:00,2700,24,1,4,15,15,0,0,0,21.471303,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.602773444261043,-46.67451534116627,0.0,0.0,7,1,1,1,0,0,3,3579.58
75797,70,Hélio Pelegrino,-23.598654985778857,-46.67625620822796,-23.5820946777283,-46.67197980227046,19/10/2018,4,19:00:00,68,Chácara Itaim,-23.5820946777283,-46.67197980227046,19:15:00,900,20,1,4,15,15,0,0,0,129.967758,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,4,1,1,2,7222.81
75861,70,Hélio Pelegrino,-23.601583330338563,-46.680193428303006,-23.601583330338563,-46.680193428303006,10/08/2018,4,07:00:00,64,Moema,-23.602580030943116,-46.66310675967426,07:10:00,600,20,1,4,15,15,0,0,0,102.38391,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,1,0,2,6843.13
75940,70,Hélio Pelegrino,-23.603215623786404,-46.6762162022904,-23.603215623786404,-46.6762162022904,24/08/2018,4,15:30:00,300,Granja Julieta,-23.635582387817642,-46.70082793768921,15:55:00,1500,35,1,4,15,15,0,0,0,121.243974,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.603215623786404,-46.6762162022904,0.0,0.0,7,2,3,2,1,0,3,3391.41
76949,335,Jardim Ester Yolanda,-23.576919670098434,-46.761929096568174,-23.576919670098434,-46.761929096568174,25/06/2018,0,06:30:00,339,Cidade Universitária,-23.56489974897807,-46.74039384842013,07:00:00,1800,60,1,4,15,15,0,0,0,410.532709,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.576419820870356,-46.7072165164676,0.0,0.0,7,1,1,1,1,0,4,3044.22
77010,335,Jardim Ester Yolanda,-23.582514283551678,-46.76465884617556,-23.582514283551678,-46.76465884617556,25/06/2018,0,03:30:00,107,Vila Leopoldina,-23.527670482197998,-46.739472837586405,03:55:00,1500,47,1,4,15,15,0,0,0,96.707788,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.527670482197998,-46.739472837586405,0.0,0.0,1,1,4,0,0,1,3,3987.82
77922,156,Jaçanã,-23.462097738409522,-46.56979617545453,-23.462097738409522,-46.56979617545453,7/08/2018,1,18:30:00,378,Pimentas,-23.45469334432342,-46.454193065882286,19:00:00,1800,16,1,4,15,15,0,0,0,434.80644400000006,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,4,1,1,0,4,800.0
77923,156,Jaçanã,-23.462097738409522,-46.56979617545453,-23.462097738409522,-46.56979617545453,7/08/2018,1,06:25:00,378,Pimentas,-23.45469334432342,-46.454193065882286,07:00:00,2100,17,1,4,15,15,0,0,0,434.80644400000006,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,4,1,1,0,4,800.0
77950,156,Jaçanã,-23.461658667791745,-46.57304091459726,-23.461658667791745,-46.57304091459726,1/05/2018,1,08:00:00,136,Casa Verde,-23.507934128237654,-46.650410188372916,08:50:00,3000,35,1,4,15,15,0,0,0,422.95885300000003,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.507934128237654,-46.650410188372916,0.0,0.0,7,1,3,1,1,0,3,6800.0
